order,sub_no,cond,trial,id,p,x,q,y,choice
2,2,0,109,143,40,300,20,200,0
2,2,0,110,84,30,400,90,100,1
2,2,0,111,129,90,500,70,400,0
2,2,0,112,42,10,300,90,100,1
2,2,0,113,15,20,500,30,400,1
2,2,0,114,109,20,300,70,100,1
2,2,0,115,117,20,300,30,200,1
2,2,0,116,86,40,400,90,300,1
2,2,0,117,114,10,500,70,200,1
2,2,0,118,25,20,500,90,400,1
2,2,0,119,118,30,500,40,200,1
2,2,0,120,147,90,500,10,400,0
2,2,0,121,6,10,400,90,300,1
2,2,0,122,125,40,500,30,200,0
2,2,0,123,131,10,400,10,200,0
2,2,0,124,121,20,500,10,400,0
2,2,0,125,126,90,300,90,200,0
2,2,0,126,19,20,400,40,100,1
2,2,0,127,96,20,500,40,200,1
2,2,0,128,91,20,400,40,300,1
2,2,0,129,137,20,400,10,200,1
2,2,0,130,98,20,300,40,200,1
2,2,0,131,20,20,400,40,200,1
2,2,0,132,87,30,300,90,200,1
2,2,0,133,30,10,200,90,100,1
2,2,0,134,1,20,200,40,100,1
2,2,0,135,14,20,400,30,200,1
2,2,0,136,33,10,500,20,100,1
2,2,0,137,22,10,400,70,300,1
2,2,0,138,10,20,500,70,400,1
2,2,0,139,123,70,500,10,300,0
2,2,0,140,71,40,400,70,200,1
2,2,0,141,99,70,500,90,400,1
2,2,0,142,48,30,200,90,100,1
2,2,0,143,97,20,300,40,100,1
2,2,0,144,102,30,500,40,400,1
2,2,0,145,113,10,300,20,200,1
2,2,0,146,116,10,400,70,100,1
2,2,0,147,43,20,300,90,100,1
2,2,0,148,136,20,200,10,200,0
2,2,0,149,80,10,300,30,200,1
3,5,1,0,69,30,400,80,100,1
3,5,1,1,101,10,400,90,200,1
3,5,1,2,35,60,500,90,200,0
3,5,1,3,133,60,500,60,400,0
3,5,1,4,138,70,400,10,300,0
3,5,1,5,34,80,400,90,100,1
3,5,1,6,106,60,500,70,300,0
3,5,1,7,31,30,400,80,200,1
3,5,1,8,73,60,400,70,200,0
3,5,1,9,145,90,500,70,100,0
3,5,1,10,99,80,500,90,400,1
3,5,1,11,104,80,500,90,300,1
3,5,1,12,82,60,300,90,100,1
3,5,1,13,68,30,500,80,100,1
3,5,1,14,124,70,400,60,300,0
3,5,1,15,135,60,500,10,400,0
3,5,1,16,90,60,400,90,200,1
3,5,1,17,65,30,300,90,200,1
