order,sub_no,cond,trial,id,x,t,y,u,choice
0,3,1,146,17,490,30,10,7,0
0,3,1,147,47,490,182.5,460,2,1
0,3,1,148,128,500,365,500,30,1
0,3,1,149,82,490,7,10,1,0
1,0,0,0,131,200,1,20,14,0
1,0,0,1,105,50,365,20,182.5,0
1,0,0,2,9,500,182.5,10,14,0
1,0,0,3,89,500,7,100,2,0
1,0,0,4,67,500,14,50,2,0
1,0,0,5,104,500,365,50,1,0
1,0,0,6,50,200,182.5,100,1,1
1,0,0,7,30,50,60,20,14,1
1,0,0,8,23,100,182.5,10,30,0
1,0,0,9,21,500,7,200,2,0
1,0,0,10,13,50,60,10,2,1
1,0,0,11,53,200,30,100,1,0
1,0,0,12,136,100,14,20,14,0
1,0,0,13,3,500,60,50,1,0
1,0,0,14,2,500,30,50,14,0
1,0,0,15,97,500,60,100,2,0
1,0,0,16,15,20,182.5,10,60,1
1,0,0,17,37,100,365,20,7,1
1,0,0,18,32,200,60,100,30,0
1,0,0,19,91,20,14,10,1,1
1,0,0,20,39,500,182.5,50,14,0
1,0,0,21,69,50,2,10,1,0
1,0,0,22,28,100,182.5,10,60,0
1,0,0,23,99,100,7,10,1,0
1,0,0,24,35,50,182.5,20,1,1
1,0,0,25,128,500,365,500,30,1
1,0,0,26,144,10,182.5,10,7,1
1,0,0,27,20,200,60,20,14,0
1,0,0,28,8,500,30,200,1,0
1,0,0,29,134,500,7,200,14,0
1,0,0,30,7,100,182.5,10,7,1
1,0,0,31,59,200,14,50,1,0
1,0,0,32,127,500,2,10,7,0
1,0,0,33,135,10,60,10,30,1
1,0,0,34,126,500,60,100,365,0
1,0,0,35,54,100,182.5,20,30,0
1,0,0,36,115,500,7,10,1,0
1,0,0,37,100,500,182.5,100,7,1
1,0,0,38,70,100,14,50,7,0
1,0,0,39,52,100,14,20,7,0
1,0,0,40,147,500,182.5,500,60,1
1,0,0,41,122,50,30,20,60,0
1,0,0,42,101,50,365,10,7,1
1,0,0,43,141,50,60,50,2,1
1,0,0,44,137,200,7,10,182.5,0
1,0,0,45,90,100,365,50,182.5,1
1,0,0,46,10,500,60,200,14,0
1,0,0,47,140,200,182.5,200,2,1
1,0,0,48,64,100,365,10,2,1
1,0,0,49,44,500,182.5,200,60,0
1,0,0,50,22,500,30,20,1,0
1,0,0,51,117,200,60,10,30,0
1,0,0,52,142,50,182.5,10,182.5,0
1,0,0,53,84,50,7,20,2,1
1,0,0,54,120,50,182.5,20,7,1
1,0,0,55,83,100,60,10,7,0
1,0,0,56,19,200,60,10,2,0
1,0,0,57,75,200,14,50,2,0
1,0,0,58,62,20,365,10,30,1
1,0,0,59,4,200,365,10,14,1
1,0,0,60,130,100,60,10,182.5,0
1,0,0,61,25,200,2,10,1,0
1,0,0,62,119,500,60,200,7,0
1,0,0,63,112,500,182.5,200,7,1
1,0,0,64,148,500,182.5,200,365,0
1,0,0,65,108,500,182.5,100,30,1
1,0,0,66,58,20,365,10,2,1
1,0,0,67,56,500,182.5,50,2,1
1,0,0,68,38,500,182.5,200,14,1
1,0,0,69,43,20,60,10,14,1
1,0,0,70,76,200,7,100,1,1
1,0,0,71,60,500,365,100,7,1
1,0,0,72,146,200,30,10,60,0
1,0,0,73,42,20,60,10,30,1
1,0,0,74,12,100,365,10,14,1
1,0,0,75,143,100,7,50,7,0
1,0,0,76,68,200,30,20,7,0
1,0,0,77,5,50,182.5,20,14,1
1,0,0,78,46,500,365,20,7,1
1,0,0,79,77,500,182.5,100,60,0
1,0,0,80,139,100,1,10,7,0
1,0,0,81,145,200,7,50,365,0
1,0,0,82,65,200,182.5,50,7,1
1,0,0,83,88,20,182.5,10,1,1
1,0,0,84,110,500,60,200,30,0
1,0,0,85,109,200,365,100,14,1
1,0,0,86,40,200,30,10,14,0
1,0,0,87,29,100,2,50,1,0
1,0,0,88,48,200,60,10,1,1
1,0,0,89,103,50,60,10,14,1
1,0,0,90,125,500,1,200,7,0
1,0,0,91,132,10,182.5,10,60,1
1,0,0,92,34,200,60,50,1,1
1,0,0,93,116,500,365,100,182.5,0
1,0,0,94,98,100,60,20,2,1
1,0,0,95,49,100,14,50,2,1
1,0,0,96,16,200,14,100,1,1
1,0,0,97,80,500,14,200,7,0
1,0,0,98,51,20,30,10,2,1
1,0,0,99,129,20,2,20,1,1
1,0,0,100,118,500,60,10,30,0
1,0,0,101,113,100,60,10,14,0
1,0,0,102,61,500,60,10,1,0
1,0,0,103,31,100,14,20,2,0
1,0,0,104,63,200,60,50,14,1
1,0,0,105,133,20,365,20,30,1
1,0,0,106,1,500,60,20,2,0
1,0,0,107,82,200,7,10,1,0
1,0,0,108,95,100,365,10,7,1
1,0,0,109,36,500,30,100,2,1
1,0,0,110,106,200,7,20,2,0
1,0,0,111,150,20,1,10,7,0
1,0,0,112,78,500,7,50,1,0
1,0,0,113,71,500,182.5,10,1,0
1,0,0,114,17,200,30,10,7,0
1,0,0,115,74,50,30,20,14,1
1,0,0,116,81,200,182.5,50,14,1
1,0,0,117,66,100,365,20,1,1
1,0,0,118,85,100,182.5,10,1,1
1,0,0,119,121,200,30,200,14,1
1,0,0,120,41,500,365,10,60,0
1,0,0,121,107,500,365,200,1,1
1,0,0,122,102,500,30,200,2,1
1,0,0,123,86,50,7,10,1,0
1,0,0,124,57,50,365,20,14,1
1,0,0,125,18,500,60,50,30,0
1,0,0,126,45,200,365,10,30,0
1,0,0,127,72,50,182.5,10,60,1
1,0,0,128,27,20,30,10,7,1
1,0,0,129,149,500,2,200,365,0
1,0,0,130,47,200,182.5,100,2,1
1,0,0,131,96,500,14,100,2,0
1,0,0,132,92,200,60,100,14,1
1,0,0,133,87,500,14,50,7,0
1,0,0,134,55,200,2,50,1,0
1,0,0,135,94,100,365,50,7,1
1,0,0,136,11,500,60,20,7,0
1,0,0,137,138,500,2,200,182.5,0
1,0,0,138,93,20,365,10,14,1
1,0,0,139,14,200,182.5,100,60,1
1,0,0,140,6,100,60,50,1,1
1,0,0,141,111,200,182.5,50,30,1
1,0,0,142,33,500,182.5,20,60,0
1,0,0,143,123,100,2,10,14,0
1,0,0,144,79,500,182.5,50,1,1
1,0,0,145,26,500,60,200,1,1
1,0,0,146,114,200,30,50,14,0
1,0,0,147,124,100,182.5,10,365,0
1,0,0,148,73,500,365,20,30,0
1,0,0,149,24,200,14,50,7,0
2,1,1,0,43,310,60,10,14,0
2,1,1,1,14,490,182.5,460,60,1
2,1,1,2,88,310,182.5,10,1,0
2,1,1,3,23,460,182.5,10,30,0
2,1,1,4,123,460,2,10,14,0
2,1,1,5,90,460,365,410,182.5,1
2,1,1,6,53,490,30,460,1,1
2,1,1,7,59,490,14,410,1,0
2,1,1,8,18,500,60,410,30,0
2,1,1,9,27,310,30,10,7,0
2,1,1,10,128,500,365,500,30,1
2,1,1,11,85,460,182.5,10,1,0
2,1,1,12,94,460,365,410,7,1
2,1,1,13,8,500,30,490,1,1
2,1,1,14,49,460,14,410,2,1
2,1,1,15,11,500,60,310,7,1
2,1,1,16,126,500,60,460,365,0
2,1,1,17,112,500,182.5,490,7,1
2,1,1,18,119,500,60,490,7,1
2,1,1,19,7,460,182.5,10,7,0
2,1,1,20,40,490,30,10,14,0
2,1,1,21,1,500,60,310,2,1
2,1,1,22,124,460,182.5,10,365,0
2,1,1,23,138,500,2,490,182.5,0
2,1,1,24,38,500,182.5,490,14,1
2,1,1,25,92,490,60,460,14,1
2,1,1,26,131,490,1,310,14,0
2,1,1,27,3,500,60,410,1,1
2,1,1,28,130,460,60,10,182.5,0
2,1,1,29,134,500,7,490,14,0
2,1,1,30,122,410,30,310,60,0
2,1,1,31,111,490,182.5,410,30,1
2,1,1,32,135,10,60,10,30,1
2,1,1,33,100,500,182.5,460,7,1
2,1,1,34,39,500,182.5,410,14,1
2,1,1,35,107,500,365,490,1,1
2,1,1,36,52,460,14,310,7,0
2,1,1,37,70,460,14,410,7,0
2,1,1,38,31,460,14,310,2,0
2,1,1,39,21,500,7,490,2,1
2,1,1,40,28,460,182.5,10,60,0
2,1,1,41,55,490,2,410,1,0
2,1,1,42,5,410,182.5,310,14,1
2,1,1,43,76,490,7,460,1,0
2,1,1,44,79,500,182.5,410,1,1
2,1,1,45,32,490,60,460,30,1
2,1,1,46,46,500,365,310,7,1
2,1,1,47,57,410,365,310,14,1
2,1,1,48,150,310,1,10,7,0
2,1,1,49,114,490,30,410,14,0
2,1,1,50,127,500,2,10,7,0
2,1,1,51,36,500,30,460,2,1
2,1,1,52,62,310,365,10,30,0
2,1,1,53,10,500,60,490,14,1
2,1,1,54,78,500,7,410,1,0
2,1,1,55,144,10,182.5,10,7,1
2,1,1,56,67,500,14,410,2,1
2,1,1,57,147,500,182.5,500,60,1
2,1,1,58,110,500,60,490,30,1
2,1,1,59,86,410,7,10,1,0
2,1,1,60,66,460,365,310,1,1
2,1,1,61,80,500,14,490,7,1
2,1,1,62,81,490,182.5,410,14,1
2,1,1,63,97,500,60,460,2,1
2,1,1,64,74,410,30,310,14,0
2,1,1,65,30,410,60,310,14,1
2,1,1,66,84,410,7,310,2,0
2,1,1,67,42,310,60,10,30,0
2,1,1,68,24,490,14,410,7,0
2,1,1,69,4,490,365,10,14,0
2,1,1,70,113,460,60,10,14,0
2,1,1,71,96,500,14,460,2,1
2,1,1,72,25,490,2,10,1,0
2,1,1,73,121,490,30,490,14,1
2,1,1,74,50,490,182.5,460,1,1
2,1,1,75,104,500,365,410,1,1
2,1,1,76,2,500,30,410,14,0
2,1,1,77,137,490,7,10,182.5,0
2,1,1,78,109,490,365,460,14,1
2,1,1,79,72,410,182.5,10,60,0
2,1,1,80,16,490,14,460,1,1
2,1,1,81,136,460,14,310,14,0
2,1,1,82,26,500,60,490,1,1
2,1,1,83,73,500,365,310,30,1
2,1,1,84,22,500,30,310,1,0
2,1,1,85,68,490,30,310,7,0
2,1,1,86,12,460,365,10,14,0
2,1,1,87,19,490,60,10,2,0
2,1,1,88,63,490,60,410,14,1
2,1,1,89,82,490,7,10,1,0
2,1,1,90,149,500,2,490,365,0
2,1,1,91,139,460,1,10,7,0
2,1,1,92,132,10,182.5,10,60,1
2,1,1,93,93,310,365,10,14,0
2,1,1,94,120,410,182.5,310,7,1
2,1,1,95,54,460,182.5,310,30,1
2,1,1,96,83,460,60,10,7,0
2,1,1,97,6,460,60,410,1,1
2,1,1,98,33,500,182.5,310,60,0
2,1,1,99,77,500,182.5,460,60,1
2,1,1,100,146,490,30,10,60,0
2,1,1,101,20,490,60,310,14,0
2,1,1,102,140,490,182.5,490,2,1
2,1,1,103,148,500,182.5,490,365,0
2,1,1,104,89,500,7,460,2,0
2,1,1,105,64,460,365,10,2,0
2,1,1,106,108,500,182.5,460,30,1
2,1,1,107,98,460,60,310,2,0
2,1,1,108,71,500,182.5,10,1,0
2,1,1,109,143,460,7,410,7,0
2,1,1,110,35,410,182.5,310,1,1
2,1,1,111,105,410,365,310,182.5,1
2,1,1,112,37,460,365,310,7,1
2,1,1,113,47,490,182.5,460,2,1
2,1,1,114,65,490,182.5,410,7,1
2,1,1,115,48,490,60,10,1,0
2,1,1,116,106,490,7,310,2,0
2,1,1,117,75,490,14,410,2,0
2,1,1,118,142,410,182.5,10,182.5,0
2,1,1,119,129,310,2,310,1,1
2,1,1,120,51,310,30,10,2,0
2,1,1,121,116,500,365,460,182.5,1
2,1,1,122,133,310,365,310,30,1
2,1,1,123,17,490,30,10,7,0
2,1,1,124,95,460,365,10,7,0
2,1,1,125,15,310,182.5,10,60,0
2,1,1,126,118,500,60,10,30,0
2,1,1,127,87,500,14,410,7,1
2,1,1,128,103,410,60,10,14,0
2,1,1,129,44,500,182.5,490,60,1
2,1,1,130,141,410,60,410,2,1
2,1,1,131,115,500,7,10,1,0
2,1,1,132,9,500,182.5,10,14,0
2,1,1,133,45,490,365,10,30,0
2,1,1,134,117,490,60,10,30,0
2,1,1,135,125,500,1,490,7,0
2,1,1,136,60,500,365,460,7,1
2,1,1,137,34,490,60,410,1,1
2,1,1,138,101,410,365,10,7,1
2,1,1,139,41,500,365,10,60,0
2,1,1,140,29,460,2,410,1,0
2,1,1,141,99,460,7,10,1,0
2,1,1,142,69,410,2,10,1,0
2,1,1,143,56,500,182.5,410,2,1
2,1,1,144,58,310,365,10,2,1
2,1,1,145,61,500,60,10,1,0
2,1,1,146,102,500,30,490,2,1
2,1,1,147,145,490,7,410,365,0
2,1,1,148,13,410,60,10,2,0
2,1,1,149,91,310,14,10,1,0
3,4,0,0,124,100,182.5,10,365,0
3,4,0,1,149,500,2,200,365,0
3,4,0,2,122,50,30,20,60,0
3,4,0,3,74,50,30,20,14,0
3,4,0,4,123,100,2,10,14,0
3,4,0,5,113,100,60,10,14,0
3,4,0,6,133,20,365,20,30,1
3,4,0,7,132,10,182.5,10,60,1
3,4,0,8,57,50,365,20,14,1
3,4,0,9,80,500,14,200,7,0
3,4,0,10,7,100,182.5,10,7,1
3,4,0,11,136,100,14,20,14,0
3,4,0,12,93,20,365,10,14,1
3,4,0,13,64,100,365,10,2,1
3,4,0,14,66,100,365,20,1,1
3,4,0,15,13,50,60,10,2,1
3,4,0,16,19,200,60,10,2,0
3,4,0,17,23,100,182.5,10,30,0
3,4,0,18,150,20,1,10,7,0
3,4,0,19,89,500,7,100,2,0
3,4,0,20,147,500,182.5,500,60,1
3,4,0,21,8,500,30,200,1,1
3,4,0,22,33,500,182.5,20,60,0
3,4,0,23,16,200,14,100,1,0
3,4,0,24,67,500,14,50,2,0
3,4,0,25,112,500,182.5,200,7,1
3,4,0,26,145,200,7,50,365,0
3,4,0,27,137,200,7,10,182.5,0
3,4,0,28,119,500,60,200,7,0
3,4,0,29,32,200,60,100,30,0
3,4,0,30,15,20,182.5,10,60,1
3,4,0,31,49,100,14,50,2,0
3,4,0,32,2,500,30,50,14,0
3,4,0,33,125,500,1,200,7,0
3,4,0,34,105,50,365,20,182.5,0
3,4,0,35,83,100,60,10,7,0
3,4,0,36,107,500,365,200,1,1
3,4,0,37,20,200,60,20,14,0
3,4,0,38,18,500,60,50,30,0
3,4,0,39,106,200,7,20,2,0
3,4,0,40,95,100,365,10,7,0
3,4,0,41,144,10,182.5,10,7,1
3,4,0,42,100,500,182.5,100,7,0
3,4,0,43,54,100,182.5,20,30,0
3,4,0,44,27,20,30,10,7,1
3,4,0,45,24,200,14,50,7,0
3,4,0,46,127,500,2,10,7,0
3,4,0,47,86,50,7,10,1,0
3,4,0,48,96,500,14,100,2,0
3,4,0,49,70,100,14,50,7,0
3,4,0,50,72,50,182.5,10,60,0
3,4,0,51,97,500,60,100,2,0
3,4,0,52,62,20,365,10,30,0
3,4,0,53,44,500,182.5,200,60,0
3,4,0,54,34,200,60,50,1,1
3,4,0,55,46,500,365,20,7,0
3,4,0,56,75,200,14,50,2,0
3,4,0,57,131,200,1,20,14,0
3,4,0,58,58,20,365,10,2,1
3,4,0,59,30,50,60,20,14,1
3,4,0,60,91,20,14,10,1,1
3,4,0,61,31,100,14,20,2,0
3,4,0,62,51,20,30,10,2,1
3,4,0,63,71,500,182.5,10,1,0
3,4,0,64,114,200,30,50,14,0
3,4,0,65,87,500,14,50,7,0
3,4,0,66,50,200,182.5,100,1,1
3,4,0,67,99,100,7,10,1,0
3,4,0,68,128,500,365,500,30,1
3,4,0,69,148,500,182.5,200,365,0
3,4,0,70,29,100,2,50,1,0
3,4,0,71,61,500,60,10,1,0
3,4,0,72,117,200,60,10,30,0
3,4,0,73,65,200,182.5,50,7,1
3,4,0,74,68,200,30,20,7,0
3,4,0,75,104,500,365,50,1,0
3,4,0,76,69,50,2,10,1,0
3,4,0,77,78,500,7,50,1,0
3,4,0,78,142,50,182.5,10,182.5,0
3,4,0,79,73,500,365,20,30,0
3,4,0,80,63,200,60,50,14,0
3,4,0,81,38,500,182.5,200,14,1
3,4,0,82,76,200,7,100,1,0
3,4,0,83,84,50,7,20,2,0
3,4,0,84,118,500,60,10,30,0
3,4,0,85,45,200,365,10,30,0
3,4,0,86,22,500,30,20,1,0
3,4,0,87,9,500,182.5,10,14,0
3,4,0,88,36,500,30,100,2,0
3,4,0,89,115,500,7,10,1,0
3,4,0,90,47,200,182.5,100,2,1
3,4,0,91,135,10,60,10,30,1
3,4,0,92,37,100,365,20,7,1
3,4,0,93,25,200,2,10,1,0
3,4,0,94,26,500,60,200,1,0
3,4,0,95,82,200,7,10,1,0
3,4,0,96,102,500,30,200,2,0
3,4,0,97,94,100,365,50,7,1
3,4,0,98,103,50,60,10,14,0
3,4,0,99,52,100,14,20,7,0
3,4,0,100,53,200,30,100,1,1
3,4,0,101,92,200,60,100,14,0
3,4,0,102,79,500,182.5,50,1,0
3,4,0,103,41,500,365,10,60,0
3,4,0,104,110,500,60,200,30,0
3,4,0,105,28,100,182.5,10,60,0
3,4,0,106,42,20,60,10,30,0
3,4,0,107,60,500,365,100,7,0
3,4,0,108,109,200,365,100,14,1
3,4,0,109,146,200,30,10,60,0
3,4,0,110,39,500,182.5,50,14,0
3,4,0,111,6,100,60,50,1,1
3,4,0,112,40,200,30,10,14,0
3,4,0,113,108,500,182.5,100,30,0
3,4,0,114,134,500,7,200,14,0
3,4,0,115,140,200,182.5,200,2,1
3,4,0,116,35,50,182.5,20,1,1
3,4,0,117,139,100,1,10,7,0
3,4,0,118,120,50,182.5,20,7,1
3,4,0,119,116,500,365,100,182.5,0
3,4,0,120,77,500,182.5,100,60,0
3,4,0,121,85,100,182.5,10,1,1
3,4,0,122,56,500,182.5,50,2,0
3,4,0,123,12,100,365,10,14,1
3,4,0,124,4,200,365,10,14,0
3,4,0,125,121,200,30,200,14,1
3,4,0,126,3,500,60,50,1,0
3,4,0,127,43,20,60,10,14,1
3,4,0,128,10,500,60,200,14,0
3,4,0,129,1,500,60,20,2,0
3,4,0,130,143,100,7,50,7,0
3,4,0,131,111,200,182.5,50,30,0
3,4,0,132,138,500,2,200,182.5,0
3,4,0,133,55,200,2,50,1,0
3,4,0,134,11,500,60,20,7,0
3,4,0,135,90,100,365,50,182.5,0
3,4,0,136,88,20,182.5,10,1,1
3,4,0,137,5,50,182.5,20,14,1
3,4,0,138,130,100,60,10,182.5,0
3,4,0,139,129,20,2,20,1,0
3,4,0,140,59,200,14,50,1,0
3,4,0,141,48,200,60,10,1,0
3,4,0,142,98,100,60,20,2,0
3,4,0,143,17,200,30,10,7,0
3,4,0,144,126,500,60,100,365,0
3,4,0,145,101,50,365,10,7,1
3,4,0,146,14,200,182.5,100,60,0
3,4,0,147,81,200,182.5,50,14,0
3,4,0,148,141,50,60,50,2,1
3,4,0,149,21,500,7,200,2,0
4,5,1,0,17,490,30,10,7,0
4,5,1,1,124,460,182.5,10,365,0
4,5,1,2,89,500,7,460,2,1
4,5,1,3,139,460,1,10,7,0
4,5,1,4,103,410,60,10,14,0
4,5,1,5,125,500,1,490,7,0
4,5,1,6,51,310,30,10,2,0
4,5,1,7,140,490,182.5,490,2,1
4,5,1,8,39,500,182.5,410,14,1
4,5,1,9,36,500,30,460,2,1
4,5,1,10,129,310,2,310,1,1
4,5,1,11,85,460,182.5,10,1,1
4,5,1,12,48,490,60,10,1,0
4,5,1,13,117,490,60,10,30,0
4,5,1,14,23,460,182.5,10,30,0
4,5,1,15,149,500,2,490,365,0
4,5,1,16,86,410,7,10,1,0
4,5,1,17,92,490,60,460,14,1
4,5,1,18,130,460,60,10,182.5,0
4,5,1,19,49,460,14,410,2,1
4,5,1,20,131,490,1,310,14,0
4,5,1,21,47,490,182.5,460,2,1
4,5,1,22,74,410,30,310,14,1
4,5,1,23,128,500,365,500,30,1
4,5,1,24,8,500,30,490,1,1
4,5,1,25,112,500,182.5,490,7,1
4,5,1,26,6,460,60,410,1,1
4,5,1,27,80,500,14,490,7,1
4,5,1,28,41,500,365,10,60,0
4,5,1,29,29,460,2,410,1,0
4,5,1,30,95,460,365,10,7,1
4,5,1,31,88,310,182.5,10,1,0
4,5,1,32,55,490,2,410,1,0
4,5,1,33,65,490,182.5,410,7,1
4,5,1,34,100,500,182.5,460,7,1
4,5,1,35,43,310,60,10,14,0
4,5,1,36,24,490,14,410,7,1
4,5,1,37,141,410,60,410,2,1
4,5,1,38,15,310,182.5,10,60,0
4,5,1,39,59,490,14,410,1,1
4,5,1,40,138,500,2,490,182.5,0
4,5,1,41,116,500,365,460,182.5,1
4,5,1,42,96,500,14,460,2,1
4,5,1,43,122,410,30,310,60,0
4,5,1,44,126,500,60,460,365,0
4,5,1,45,94,460,365,410,7,1
4,5,1,46,135,10,60,10,30,1
4,5,1,47,10,500,60,490,14,1
4,5,1,48,98,460,60,310,2,1
4,5,1,49,142,410,182.5,10,182.5,0
4,5,1,50,97,500,60,460,2,1
4,5,1,51,101,410,365,10,7,1
4,5,1,52,123,460,2,10,14,0
4,5,1,53,118,500,60,10,30,0
4,5,1,54,57,410,365,310,14,1
4,5,1,55,54,460,182.5,310,30,1
4,5,1,56,69,410,2,10,1,0
4,5,1,57,102,500,30,490,2,1
4,5,1,58,93,310,365,10,14,0
4,5,1,59,119,500,60,490,7,1
4,5,1,60,120,410,182.5,310,7,1
4,5,1,61,109,490,365,460,14,1
4,5,1,62,27,310,30,10,7,0
4,5,1,63,2,500,30,410,14,1
4,5,1,64,40,490,30,10,14,0
4,5,1,65,127,500,2,10,7,0
4,5,1,66,11,500,60,310,7,1
4,5,1,67,70,460,14,410,7,0
4,5,1,68,7,460,182.5,10,7,0
4,5,1,69,77,500,182.5,460,60,1
4,5,1,70,25,490,2,10,1,0
4,5,1,71,53,490,30,460,1,1
4,5,1,72,52,460,14,310,7,0
4,5,1,73,79,500,182.5,410,1,1
4,5,1,74,82,490,7,10,1,0
4,5,1,75,71,500,182.5,10,1,1
